latitude,longitude,crime_score
13.135021530148881,80.22664718580084,49
13.074532866869259,80.33267711148775,85
13.113110566106748,80.24412145446794,87
12.936577475906383,80.23303963584345,42
13.079067173104322,80.28150172211741,79
13.155356458547402,80.34623716331889,27
12.935210505473764,80.2656150843018,53
13.173752157642886,80.10545557723773,2
13.148955732504955,80.33982720538928,91
13.13634120070031,80.10208158505736,61
13.026390158588905,80.333341092991,20
13.152838319732613,80.30642121396377,47
13.034342099679012,80.13158994787067,73
13.050676982379528,80.1887077977424,16
13.060316819820265,80.11209067559798,28
13.113861994551327,80.1061244030854,77
13.202050138749277,80.120033992205,93
12.94897183289482,80.34322069324445,22
13.095320227292149,80.22880923999594,73
13.047726342318592,80.1409774806904,67
13.175356588825304,80.22076957765834,7
12.943681760433154,80.21446956940397,58
12.991427940689976,80.33588661390446,99
12.937569029948817,80.17343623181937,1
13.05339963375702,80.16638568103377,31
13.207102879147541,80.24078547158639,93
13.192288099000944,80.28080987832374,19
13.083761640519832,80.34519399094599,84
13.04898556620291,80.26085311479926,91
13.137440342873878,80.33682139519543,74
12.939717605724448,80.22021265579305,63
13.107405756129234,80.13592994556976,46
12.996273090599441,80.34207539193267,5
13.166500621883642,80.19709761029665,84
12.982091877171253,80.1991098858412,58
13.045836913542042,80.19668794289323,44
12.931264034110356,80.25228878758818,49
12.960075570430726,80.10823389128542,36
12.96826767902817,80.34520302409685,50
13.17483036317274,80.12615763505423,37
13.02916441892974,80.18725781470499,12
13.187707739555922,80.33724713780921,94
13.009673744672348,80.21530308366526,12
13.208009232977941,80.20979591506239,61
12.982529681584223,80.20483031435407,45
13.08650989241242,80.23533711286494,61
13.135740903095266,80.29933603282204,3
13.072446949144133,80.33441984133641,0
12.956672585277987,80.25458056823155,74
12.925714783121443,80.26951883838981,31
12.937853279102086,80.30616297478609,24
13.156134624181291,80.13751327755637,1
12.930033707332962,80.32766244538848,51
12.941599492514198,80.34041058820564,23
12.938842414857463,80.13202206559914,52
13.014788810320342,80.18850080423614,68
13.010624631569963,80.2880280953374,75
12.929210779924995,80.16538661108228,77
13.024116482512255,80.2526734809137,87
13.04415099878575,80.12647190032312,15
13.014671363432283,80.17164129025196,24
12.935169476547856,80.17538626473667,7
13.18535638469892,80.26090010095807,99
13.112502617183686,80.14363862750042,80
13.006004295715037,80.33588978690496,31
12.944959793560157,80.18215664837301,2
13.074996937502913,80.16518221456398,99
12.971135085036664,80.28921145907533,22
13.183919486643106,80.2123316785894,65
12.980322939005047,80.32034661451064,70
13.019551488780072,80.29844772031545,61
13.030530879897157,80.3202096988896,17
13.119190149509834,80.13211765955477,78
12.922613642672102,80.27249434691684,17
13.141010745336569,80.27551022446531,84
13.114382601050007,80.15512801148948,71
13.1598988029826,80.23246505206863,86
13.073895346478752,80.12083917669722,7
13.18006951297662,80.23412125916806,73
13.004788410834456,80.16672478334716,9
13.209791985843724,80.18348586641007,42
13.201072647396872,80.13328978292101,39
13.03719570954775,80.11578233376767,36
13.056985713375406,80.10482757403075,10
12.93246653686968,80.21195718215738,95
12.987213612610397,80.2095544312889,60
13.103568194531976,80.23854123904334,15
13.092397199275226,80.1795375123046,47
12.934582966367323,80.13528040936447,85
13.113068024636826,80.2731623937196,84
13.05376168088628,80.24982501676168,88
13.11081160143923,80.30153007550425,86
13.182870269786143,80.16800536673888,4
12.973967418001116,80.28085993175576,75
13.141505338175964,80.23390317902842,61
13.077195220642603,80.18238333237905,99
13.172867247717306,80.30062520004947,95
13.128336705835585,80.17042525653235,5
13.135644864967613,80.16013329797646,31
13.126974807386773,80.32695217153928,76
13.025368398482446,80.17505622339627,45
13.032747580358773,80.27265259584738,34
13.025935535913673,80.31605641478292,32
12.975002127788866,80.20851691874539,97
13.17806909213084,80.27982735216365,88
12.975572358243747,80.14720142530922,78
13.190372074419283,80.22800223092669,95
13.088797845787557,80.32254180109372,9
12.980360551137274,80.34075202919787,80
12.977478744189723,80.27253804094823,13
13.204971719145572,80.29339961785207,20
13.187269736172656,80.25932826544914,67
13.003549542862197,80.27650733718782,25
13.153551815213756,80.24071159403438,23
13.019288498235438,80.22131322230491,71
13.189269188423594,80.33124711368912,22
13.201869345239793,80.30620099887224,76
13.109641485751114,80.16914929500196,53
13.083218908579607,80.10029887231812,11
13.147392316000332,80.26985456092609,93
12.929636106741949,80.11662184599172,14
12.992854324595253,80.21279552206494,17
13.087709316768974,80.15976166577192,33
13.072539637401213,80.32933982250336,71
13.160079893708343,80.33695337712076,28
13.011145249377487,80.28236064181054,6
13.170203062869058,80.14970204013473,37
12.990731554062501,80.20468028242233,30
13.141470348990397,80.34321811929556,40
13.114527269000169,80.23458715482306,81
13.209727520224146,80.28845101089611,77
13.083358561707612,80.13896489670141,88
13.047433321981686,80.3098924052177,1
13.099096467210376,80.1044182237354,80
12.9340202626052,80.12734431590295,50
13.06032480495197,80.18223948546874,99
13.178789700734354,80.17282084300041,86
13.03862172059725,80.20202795339237,28
12.95420003071699,80.15203436374262,22
12.928475198872388,80.20184799416909,35
13.045500916262661,80.17207404219958,67
12.950902255692544,80.24772082068384,13
13.050663627128325,80.2148589508818,83
12.946034111885453,80.30916816715232,85
13.164485218608176,80.10128756572782,89
13.091691216887009,80.26230551628082,67
13.111004622128299,80.24906186784949,36
13.19181480775663,80.23361221198648,0
13.130350732079888,80.12263338687349,50
13.042797154042956,80.21411545597681,33
12.95061090806347,80.23686211340483,80
13.008904095564759,80.32297190745855,43
13.028620008056928,80.24005313260805,58
13.166432928838695,80.33418606341839,68
12.932713124530443,80.31606995467158,96
13.127967438464168,80.10513659098683,57
13.077521446728221,80.24532866391003,15
13.093045439497162,80.24500109889237,58
13.097101594919481,80.2665565515832,24
13.203575995429633,80.31518934001416,54
13.049291945988248,80.17414310047073,88
13.064215262227261,80.13360386973437,13
13.196428167052062,80.15639134130323,92
13.016072462698876,80.17541703765734,38
13.024487944945744,80.22744382144947,1
13.126173810506778,80.246646628176,23
13.196966990478627,80.17340863110023,29
13.021844711943272,80.32441242588152,41
13.200385284285254,80.26261008047545,80
12.97426671399029,80.3448613704005,13
12.95830841374909,80.10686274793075,64
12.974800410843994,80.24228802537372,72
13.0814495180988,80.32199814989849,43
12.964005542590428,80.19347245611603,42
13.042587459344324,80.29806409548556,87
13.112870568155534,80.34467377748625,98
12.979053420297198,80.31097586521585,81
12.926856374616785,80.23878056500986,17
12.939562509841302,80.30949787930501,87
13.083609465981885,80.31294792863228,88
13.203536002359659,80.19923438732455,95
13.182280185494701,80.30485350113776,97
13.141911596287425,80.1522108610437,80
13.095171785303204,80.10225054875717,75
13.11678230458598,80.23185800674813,76
12.989546949850476,80.3196464629104,81
13.199653335848,80.24306567250076,76
13.191047587057577,80.18825883901569,15
12.981074341544897,80.14365724160113,35
13.10855537501523,80.22213354503876,85
12.963328145856995,80.25031542415529,96
13.008502848806273,80.31927259045223,5
13.158463721075547,80.16096839660064,73
13.148991215237883,80.20946244599824,85
13.046206076071938,80.2168063626894,21
12.95737548758798,80.34086668348533,91
13.144281402454071,80.13337061965679,57
12.969928575463053,80.33095080825524,26
13.137269155769868,80.23813112227131,24
12.984229030957085,80.26500474263518,70
13.05787745028033,80.34844826437711,16
13.139472750094052,80.15330172501925,57
13.089262535239707,80.34696131007918,16
13.073566719886498,80.16905317123484,23
13.16080741379528,80.19772057456153,56
13.10799833967273,80.27475562860484,49
13.074542395176277,80.21081312927102,5
12.99403981911013,80.31812782840719,65
13.069450129930681,80.21972063970425,34
13.13014516843832,80.31853429004168,43
13.017424230178989,80.31895067760381,33
13.140058569967794,80.3457458018933,61
12.96030244597852,80.20337173335726,70
13.13536823242318,80.13188189926052,54
13.183943629857506,80.28354813494181,96
13.01326870421232,80.2480073647887,18
13.203134559460445,80.26112055627786,95
13.18047047072388,80.12689693272165,74
13.097908635015152,80.1194994273639,6
13.207941833442705,80.18484724311924,48
13.142528313363291,80.28096495776136,98
13.002966401770239,80.20487939620041,90
13.19981402881286,80.14228300138606,54
13.080501555783414,80.12919824657453,19
12.976791155327977,80.30651009867493,89
13.153964491145826,80.15528216840838,71
13.099252190819497,80.12933458832617,0
13.15919783692142,80.18607283801296,34
13.20337961647376,80.22163938639311,37
13.052132858084379,80.30354992871519,89
13.103782630010183,80.10185505283978,26
13.027877397068028,80.31614456205983,26
13.2086806057728,80.32767990154564,49
13.161606227918385,80.3435390436478,46
13.148341556635831,80.34009548157077,51
13.016746225811698,80.17067766118328,27
13.082256501343505,80.29463795262753,43
12.984824042204538,80.25600849577225,13
13.14026752470272,80.27821540166943,5
13.151735436927982,80.150412901384,27
12.931708783165195,80.2627316628579,74
13.095297584072696,80.23374226817671,92
13.078925489083016,80.2154627672293,5
12.927582931423593,80.34471771520934,63
13.090711285833775,80.20109696515411,43
12.960933939994245,80.15808070178517,49
13.065238428716066,80.12409325223496,14
13.087933286581816,80.19419642008569,14
13.167068776394917,80.25269729759046,63
13.182258442250909,80.29350265778778,65
13.13631531160955,80.1111836168137,7
13.14681150303419,80.20377033067778,60
12.998255173518702,80.14062477186253,28
13.081523916925262,80.23346325272185,63
12.968955357290758,80.1408085402441,87
13.073799302246412,80.33388945437777,7
13.059559883223693,80.12470182031156,46
13.209360365199235,80.18501648514426,1
13.145005834153075,80.24640407572494,90
13.111455255752473,80.2378713870423,95
13.108140548177799,80.34495891108669,34
13.135892951242573,80.23426857252362,59
13.19568589325521,80.30947204571359,8
13.1447377346036,80.20837740364655,36
13.171348386381782,80.24351378563561,99
13.14902602437285,80.32474571021767,96
13.183775286129498,80.33267505419641,98
13.09992449942368,80.29648402167825,86
13.207763269589222,80.14015603937055,6
13.042336719672123,80.19867897743593,59
12.98090169981446,80.33152638800567,98
13.018664241313918,80.31424736309738,42
13.200685783507078,80.21645257036167,70
12.994646003492802,80.23964812836869,97
13.146389983097503,80.16657432687916,37
12.96288245454855,80.31565697363934,68
13.07565407935552,80.16829973893313,26
13.017456048679769,80.24137137624217,51
13.178029019234119,80.31009040195512,68
13.12195017627517,80.15819459257106,11
12.960527600700418,80.21238759293014,87
13.071545240151506,80.11033765611134,9
13.14802144982561,80.13955373712183,55
13.171351536064044,80.22217087184276,100
13.067713915823587,80.2983005339673,98
13.027890642760934,80.22097226503202,67
13.203929459971269,80.13817249007852,24
13.140734786543494,80.26469051839769,7
13.15202733809694,80.1607991400104,73
13.094273508125445,80.24009422647629,58
13.05606156857684,80.21134795906478,53
13.20813279697001,80.29570033417167,59
13.035247918997346,80.22736562729229,93
13.045089971183105,80.32924375540055,93
12.936623808668305,80.14447242497829,25
13.123409219267899,80.2541120810959,80
13.135347551922134,80.12985154403859,91
12.938621857497559,80.28506664184052,68
12.93791181082407,80.15369807176556,85
12.92973445795827,80.12586773331167,17
13.092404912967593,80.11958544348482,98
12.987816216065463,80.20553025363945,95
13.141130417917223,80.2076201508246,83
13.090103244110155,80.14017100069347,58
12.942588335292925,80.16243491391866,67
13.106568730553393,80.304043609877,59
13.203867470667262,80.22560412694358,35
12.974613676825903,80.1568824294308,41
12.932397050097189,80.1823404986659,98
13.183549912420004,80.15505583664071,66
13.172315777843032,80.21027207427173,82
13.029288830818853,80.21318114528678,71
13.13732862855055,80.11440402964448,4
12.960865349122978,80.3137989841763,11
13.106196569534557,80.2337084718143,99
13.078212042562132,80.23302425383255,11
13.092868996288967,80.17345402874517,30
12.996813227968397,80.1880310587368,6
13.180576240548747,80.11580416306712,23
13.114876628515779,80.26049232768028,36
13.179199610171331,80.12951673904284,80
